Species,Strain,Age,Sex,OrigSubNum,DBSubNum,InjuryDevice,InjuryCondition,SpinalLevel,Laterality,BlindingCode,UniqueIdentifier,intendedforce,actualforce,actualdisplacement,actualvelocity,dwelltime,cmprs,imp_v,cmprs_rt,STD_TissDeform,STD_Velocity,STD_TissForce,wtChng_wk1,wtChng_wk3,wtChng_wk6,Mean_3and6_WeightGain,Mean_1and3and6wks_WeightGain,RFSL_wk1,RFSL_wk3,RFSL_wk6,Mean_3and6_RFSL,Mean_1and3and6wks_RFSL,RFPA_wk1,RFPA_wk3,RFPA_wk6,Mean_3and6_RFPA,Mean_1and3and6wks_RFPA,AbsDevStepDistRF_wk1,AbsDevStepDistRF_wk3,AbsDevStepDistRF_wk6,Mean_3and6_AbsDevStepDistRF,Mean_1and3and6wks_AbsDevStepDistRF,LFSL_wk1,LFSL_wk3,LFSL_wk6,Mean_3and6_LFSL,Mean_1and3and6wks_LFSL,LFPA_wk1,LFPA_wk3,LFPA_wk6,Mean_3and6_LFPA,Mean_1and3and6wks_LFPA,AbsDevStepDistLF_wk1,AbsDevStepDistLF_wk3,AbsDevStepDistLF_wk6,Mean_3and6_AbsDevStepDistLF,Mean_1and3and6wks_AbsDevStepDistLF,RHSL_wk1,RHSL_wk3,RHSL_wk6,Mean_3and6_RHSL,Mean_1and3and6wks_RHSL,RHPA_wk1,RHPA_wk3,RHPA_wk6,Mean_3and6_RHPA,Mean_1and3and6wks_RHPA,AbsDevStepDistRH_wk1,AbsDevStepDistRH_wk3,AbsDevStepDistRH_wk6,Mean_3and6_AbsDevStepDistRH,Mean_1and3and6wks_AbsDevStepDistRH,LHSL_wk1,LHSL_wk3,LHSL_wk6,Mean_3and6_LHSL,Mean_1and3and6wks_LHSL,LHPA_wk1,LHPA_wk3,LHPA_wk6,Mean_3and6_LHPA,Mean_1and3and6wks_LHPA,AbsDevStepDistLH_wk1,AbsDevStepDistLH_wk3,AbsDevStepDistLH_wk6,Mean_3and6_AbsDevStepDistLH,Mean_1and3and6wks_AbsDevStepDistLH,Groom_wk1,Groom_wk3,Groom_wk6,Mean_3and6_Grooming,Mean_1and3and6wks_Grooming,PawPL_wk1,PawPL_wk3,PawPL_wk6,Mean_3and6_PawPL,Mean_1and3and6wks_PawPL,BBB_FergTrans_wk1,BBB_FergTrans_wk3,BBB_FergTrans_wk6,Mean_3and6_BBB_FergTrans,Mean_1and3and6wks_BBB_FergTrans,TotalSubscore_wk1,TotalSubscore_wk3,TotalSubscore_wk6,Mean_3and6_BBB_TotalSubscore,Mean_1and3and6wks_BBB_TotalSubscore,ForelimbOpenField_wk1,ForelimbOpenField_wk3,ForelimbOpenField_wk6,Mean_3and6_ForelimbOpenField,Mean_1and3and6wks_ForelimbOpenField,pct_TissueAreaTOTepi,pct_tsprle,pct_gmsprle,pct_wmsprle,pct_prcls,PctCntMN_COMPavg
ILX:0112860,ILX:0383317,ILX:0383265,ILX:0383307,ILX:0275888,ILX:0112800,ILX:0112974,ILX:0115028,ILX:0381318,ILX:0112979,ILX:0383376,ILX:0112800,ILX:0112986,ILX:0112987,ILX:0112989,ILX:0112991,ILX:0383598,ILX:0115028,ILX:0381344,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028,ILX:0115028
Rat,LE,75-83days,F,2413,2413,IH-impactor,75kdyn,C5,Unilateral,,,75,,,,0,,,,0,,,-18,14,31,22.5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,5,5,4.666666667,85.36585,56.756756,55,55.878378,65.70753533,,,,,,11,13,11,12,11.66666667,3,3,3,3,3,66,38,1,55,27,13.492064
Rat,LE,75-83days,F,2414,2414,IH-impactor,75kdyn,C5,Unilateral,,,75,,,,0,,,,0,,,-11,9,21,15,6.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,30,31.147541,8,19.5737705,23.04918033,,,,,,12,12,12,12,12,3,3,3,3,3,,,,,,
Rat,LE,75-83days,F,2415,2415,IH-impactor,75kdyn,C5,Unilateral,,,75,76,652,,0,,,,652,,,-9,15,34,24.5,13.33333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,100,53.846153,48.75,51.2980765,67.532051,,,,,,11,13,13,13,12.33333333,3,3,3,3,3,78,32,0,48,45,8.510638
Rat,LE,75-83days,F,2416,2416,IH-impactor,75kdyn,C5,Unilateral,,,75,78,793,,0,,,,793,,,-8,2,12,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,5,4,3.666666667,83.870964,84.375,94.117645,89.2463225,87.45453633,,,,,,13,13,13,13,13,3,3,3,3,3,74,28,0,40,45,0
Rat,LE,75-83days,F,2417,2417,IH-impactor,75kdyn,C5,Unilateral,,,75,75,687,,0,,,,687,,,-4,19,30,24.5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,3.5,3.333333333,96.666664,34.72222,29.906542,32.314381,53.765142,,,,,,12,12,12,12,12,3,3,3,3,3,77,56,64,54,19,35.75113
Rat,LE,75-83days,F,2418,2418,IH-impactor,75kdyn,C5,Unilateral,,,75,83,811,,0,,,,811,,,,14,30,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,5,5,4.666666667,78.947365,57.142857,48.235294,52.6890755,61.44183867,,,,,,12,13,12,12.5,12.33333333,3,3,3,3,3,65,38,5,56,25,21.64411
Rat,LE,75-83days,F,2419,2419,IH-impactor,75kdyn,C5,Unilateral,,,75,79,705,,0,,,,705,,,,-1,12,5.5,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,88.181816,68.085106,84.90566,76.495383,80.39086067,,,,,,13,12,13,12.5,12.66666667,3,3,3,3,3,66,34,3,49,32,8.918617
Rat,LE,75-83days,F,2466,2466,IH-impactor,75kdyn,C5,Unilateral,,,75,77,793,120,0,,,,793,,,-4,-1,15,7,3.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,3.5,3.333333333,100,88.888885,84.31373,86.6013075,91.06753833,,,,,,,,,,,,,,,,66,26,0,34,39,0.775194
Rat,LE,75-83days,F,2468,2468,IH-impactor,75kdyn,C5,Unilateral,,,75,77,740,120,0,,,,740,,,-10,-4,11,3.5,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,5,5,4.333333333,82.828285,52.63158,55.91398,54.27278,63.79128167,,,,,,,,,,,,,,,,68,33,0,47,34,12.403101
Rat,LE,75-83days,F,2470,2470,IH-impactor,75kdyn,C5,Unilateral,,,75,75,1005,122,0,,,,1005,,,-2,14,28,21,13.33333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,5,5,4.666666667,77.77778,52.63158,15.625,34.12829,48.67812,,,,,,,,,,,,,,,,76,51,40,56,25,34.54001
Rat,LE,75-83days,F,2472,2472,IH-impactor,75kdyn,C5,Unilateral,,,75,80,934,120,0,,,,934,,,2,15,28,21.5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,5,4,3.666666667,88.297874,56.435642,67.441864,61.938753,70.72512667,,,,,,,,,,,,,,,,72,39,17,48,33,2.020202
Rat,LE,75-83days,F,2473,2473,IH-impactor,75kdyn,C5,Unilateral,,,75,79,952,120,0,,,,952,,,-10,-3,12,4.5,-0.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,5,5,4.666666667,73.109245,73.68421,50.64935,62.16678,65.81426833,,,,,,,,,,,,,,,,80,44,10,58,36,20.588236
Rat,LE,75-83days,F,2474,2474,IH-impactor,75kdyn,C5,Unilateral,,,75,75,758,131,0,,,,758,,,-8,-2,7,2.5,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,3.5,3.333333333,91.304344,79.411766,72.61905,76.015408,81.11172,,,,,,,,,,,,,,,,68,34,4,49,33,8.72033
Rat,LE,75-83days,F,2475,2475,IH-impactor,75kdyn,C5,Unilateral,,,75,79,899,117,0,,,,899,,,-8,-9,13,2,-1.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,5,5,4.333333333,100,60.714287,32.75862,46.7364535,64.490969,,,,,,,,,,,,,,,,107,28,0,42,79,22.962963
Rat,LE,75-83days,F,2476,2476,IH-impactor,75kdyn,C5,Unilateral,,,75,75,793,120,0,,,,793,,,-21,5,27,16,3.666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,95.60439,67.85714,72.289154,70.073147,78.58356133,,,,,,,,,,,,,,,,75,30,0,45,45,14.506173
Rat,LE,75-83days,F,2477,2477,IH-impactor,75kdyn,C5,Unilateral,,,75,75,846,122,0,,,,846,,,-6,4,14,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,94.5946,86.666664,80.327866,83.497265,87.19637667,,,,,,,,,,,,,,,,68,23,0,34,44,6.122449
Rat,LE,75-83days,F,2478,2478,IH-impactor,75kdyn,C5,Unilateral,,,75,81,776,120,0,,,,776,,,-8,9,25,17,8.666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,5,5,4.666666667,59.615383,37.931034,51.851852,44.891443,49.799423,,,,,,,,,,,,,,,,69,26,0,38,43,16.666666
Rat,LE,75-83days,F,2479,2479,IH-impactor,75kdyn,C5,Unilateral,,,75,75,1234,120,0,,,,1234,,,7,19,38,28.5,21.33333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,72.5,71.42857,37.5,54.464285,60.47619,,,,,,,,,,,,,,,,75,30,0,44,44,15.03268
Rat,LE,75-83days,F,2480,2480,IH-impactor,75kdyn,C5,Unilateral,,,75,76,934,127,0,,,,934,,,1,7,19,13,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,5,4,4,54.054054,67.567566,62.068966,64.818266,61.23019533,,,,,,,,,,,,,,,,75,35,6,47,40,18.956398
Rat,LE,75-83days,F,2481,2481,IH-impactor,75kdyn,C5,Unilateral,,,75,82,740,117,0,,,,740,,,6,23,44,33.5,24.33333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,5,5,4.333333333,75,77.083336,100,88.541668,84.02777867,,,,,,,,,,,,,,,,63,15,0,22,48,11.564626
Rat,LE,75-83days,F,2482,2482,IH-impactor,75kdyn,C5,Unilateral,,,75,77,864,122,0,,,,864,,,-3,14,33,23.5,14.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,52.5,47.77778,53.125,50.45139,51.13426,,,,,,,,,,,,,,,,67,20,0,30,47,10.785954
Rat,LE,75-83days,F,2483,2483,IH-impactor,75kdyn,C5,Unilateral,,,75,75,776,124,0,,,,776,,,-4,9,21,15,8.666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,5,5,4.666666667,83.333336,64.51613,54.347828,59.431979,67.399098,,,,,,,,,,,,,,,,73,14,0,22,58,3.546099
Rat,LE,75-83days,F,2484,2484,IH-impactor,75kdyn,C5,Unilateral,,,75,77,740,117,0,,,,740,,,4,17,36,26.5,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,5,5,4.666666667,59.615383,25.675676,40.54054,33.108108,41.94386633,,,,,,,,,,,,,,,,75,19,0,29,56,2.272727
Rat,LE,75-83days,F,2485,2485,IH-impactor,75kdyn,C5,Unilateral,,,75,83,846,117,0,,,,846,,,-10,12,38,25,13.33333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,5,5,4.666666667,72.72727,51.923077,34.285713,43.104395,52.97868667,,,,,,,,,,,,,,,,76,20,1,30,56,3.030303
Rat,LE,75-83days,F,2494,2494,IH-impactor,75kdyn,C5,Unilateral,,,75,76,881,127,0,,,,881,,,-15,0,15,7.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,100,92.59259,100,96.296295,97.53086333,,,,,,,,,,,,,,,,59,30,9,41,27,19.130434
Rat,LE,75-83days,F,2495,2495,IH-impactor,75kdyn,C5,Unilateral,,,75,78,687,122,0,,,,687,,,-12,-2,9,3.5,-1.666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,3.5,3.333333333,100,95.918365,100,97.9591825,98.639455,,,,,,,,,,,,,,,,65,28,2,41,37,5.833334
Rat,LE,75-83days,F,2496,2496,IH-impactor,75kdyn,C5,Unilateral,,,75,78,987,124,0,,,,987,,,-3,1,19,10,5.666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,5,4.5,4.333333333,75.409836,59.25926,64.15094,61.7051,66.27334533,,,,,,,,,,,,,,,,63,28,3,39,34,9.351851
Rat,LE,75-83days,F,2497,2497,IH-impactor,75kdyn,C5,Unilateral,,,75,81,776,122,0,,,,776,,,-24,-13,-3,-8,-13.33333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,5,4.5,4.666666667,100,87.5,82.75862,85.12931,90.08620667,,,,,,,,,,,,,,,,52,29,9,37,22,19.148935
Rat,LE,75-83days,F,2498,2498,IH-impactor,75kdyn,C5,Unilateral,,,75,78,758,122,0,,,,758,,,-14,-2,7,2.5,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,5,4,3.666666667,84.07079,57.522125,81.25,69.3860625,74.28097167,,,,,,,,,,,,,,,,69,34,0,50,34,30.783476
Rat,LE,75-83days,F,2499,2499,IH-impactor,75kdyn,C5,Unilateral,,,75,77,811,122,0,,,,811,,,-10,-2,19,8.5,2.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,70.27027,51.612904,45.833332,48.723118,55.905502,,,,,,,,,,,,,,,,68,34,2,46,33,6.818182
Rat,LE,75-83days,F,2500,2500,IH-impactor,75kdyn,C5,Unilateral,,,75,77,1075,122,0,,,,1075,,,-2,0,8,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,5,4.5,4,73.68421,72.093025,72.72727,72.4101475,72.834835,,,,,,,,,,,,,,,,69,34,0,49,35,11.333333
Rat,LE,75-83days,F,2502,2502,IH-impactor,75kdyn,C5,Unilateral,,,75,79,776,122,0,,,,776,,,-5,-4,4,0,-1.666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,38.46154,34.210526,24.418604,29.314565,32.36355667,,,,,,,,,,,,,,,,82,43,0,63,37,24.404762
Rat,LE,75-83days,F,2503,2503,IH-impactor,75kdyn,C5,Unilateral,,,75,79,793,124,0,,,,793,,,3,-1,9,4,3.666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,3.5,3.666666667,84.61539,91.83673,71.18644,81.511585,82.54618667,,,,,,,,,,,,,,,,75,34,1,48,39,10.687831
Rat,LE,75-83days,F,M1008,1008,NYU,12.5,C5,Unilateral,,,,,,,,3,1,0,2750,,,4,8,13,10.5,8.333333333,,162.756,170.02,166.388,166.388,,34.484543,22.44,28.4622715,28.4622715,,1,5.087542,3.043771,3.043771,,128.10413,134,131.052065,131.052065,,99.2928,60.14,79.7164,73.19093333,,1,5.249159,3.1245795,3.1245795,,150.7,158.39,154.545,154.545,,125.72143,79.31,102.515715,102.515715,,4,0.167229,2.0836145,2.0836145,,149.01033,154.03,151.520165,151.520165,,167.62625,137.55,152.588125,152.588125,,6,0.005611,3.0028055,3.0028055,2,3,4,3.5,3,84.55,74.64852,85.22727,79.937895,81.47526333,9,9,9,9,9,7,13,11,12,10.33333333,1,1,3,2,1.666666667,54,24,11,31,54,4
Rat,LE,75-83days,F,M1009,1009,NYU,6.25,C5,Unilateral,,,,,,,,2,0,0,2390,,,-1,12,32,22,14.33333333,,127.01867,145.07,136.044335,136.044335,,42.347374,24.45,33.398687,33.398687,,0.206612,2.099426,1.153019,1.153019,,122.8544,105,113.9272,113.9272,,112.90478,97.71,105.30739,102.7749267,,3.099174,2.613495,2.8563345,2.8563345,,146.624,151.08,148.852,148.852,,74.82675,156.72,115.773375,115.773375,,1.859505,0.682758,1.2711315,1.2711315,,138.88,150.76,144.82,144.82,,114.61632,186.77,150.69316,150.69316,,1.033058,0.16869,0.600874,0.600874,4,4,5,4.5,4.333333333,57.89,68.013466,56.25,62.131733,60.717822,9,9,9,9,9,11,12,13,12.5,12,3,3,3,3,3,69,40,10,55,42,13.989791
Rat,LE,75-83days,F,M1010,1010,NYU,12.5,C5,Unilateral,,,,,,,,3,0,0,2870,,,-4,20,29,24.5,15,,150.592,166.41,158.501,158.501,,63.01901,55.35,59.184505,59.184505,,1.31579,1.79259,1.55419,1.55419,,151.872,166,158.936,158.936,,120.446976,76.6,98.523488,91.21565867,,1.31579,1.193905,1.2548475,1.2548475,,159.168,184.74,171.954,171.954,,158.76556,116.53,137.64778,137.64778,,0.789474,1.52943,1.159452,1.159452,,151.33867,167.47,159.404335,159.404335,,208.1664,121.82,164.9932,164.9932,,1.842106,1.457064,1.649585,1.649585,2,2,2,2,2,78.18,63.975155,57.627117,60.801136,66.59409067,9,9,9,9,9,10,12,13,12.5,11.66666667,0,3,2,2.5,1.666666667,53,27,4,37,50,16.497114
Rat,LE,75-83days,F,M1011,1011,SHAM,Sham,C5,Unilateral,,,,,,,,0,0,0,0,,,11,28,55,41.5,31.33333333,,121.63,155.09,138.36,138.36,,52.406666,75.99,64.198333,64.198333,,2.272728,0.336176,1.304452,1.304452,,122.08,151,136.54,136.54,,53.28,85.75,69.515,74.92666667,,0.252525,1.647978,0.9502515,0.9502515,,119.8,146,132.9,132.9,,81.46,70.37,75.915,75.915,,1.767677,0.845137,1.306407,1.306407,,119.16,146.63,132.895,132.895,,80.15667,79.39,79.773335,79.773335,,0.757576,1.139017,0.9482965,0.9482965,5,5,5,5,5,21.92,25.332512,25.225225,25.2788685,24.15924567,12,12,12,12,12,13,13,13,13,13,3,3,3,3,3,97,97,97,97,0,118.756615
Rat,LE,75-83days,F,M1012,1012,NYU,12.5,C5,Unilateral,,,,,,,,3,0,0,2610,,,6,19,28,23.5,17.66666667,,14.75,101.25,58,58,,4.916666,11.74,8.328333,8.328333,,18.023256,10.103212,14.063234,14.063234,,87.27524,108,97.63762,97.63762,,45.110714,42.23,43.670357,43.190238,,16.860466,12.60638,14.733423,14.733423,,138.41333,176.61,157.511665,157.511665,,60.85,56.26,58.555,58.555,,0.581396,1.105093,0.8432445,0.8432445,,131.13333,165.32,148.226665,148.226665,,80.066666,53.75,66.908333,66.908333,,0.581396,1.398075,0.9897355,0.9897355,1,3,3,3,2.333333333,96.43,88.875595,93.75,91.3127975,93.01853167,9,9,9,9,9,11,12,13,12.5,12,1,2,2,2,1.666666667,59,29,17,35,51,17.209463
Rat,LE,75-83days,F,M1013,1013,NYU,12.5,C5,Unilateral,,,,,,,,2,0,0,2450,,,-2,9,21,15,9.333333333,,141.84534,165.83,153.83767,153.83767,,14.017536,9.47,11.743768,11.743768,,2.35849,9.364293,5.8613915,5.8613915,,105.69143,127,116.345715,116.345715,,89.75616,84.48,87.11808,86.23872,,8.018867,9.194016,8.6064415,8.6064415,,150.63467,161.65,156.142335,156.142335,,154.965,137.91,146.4375,146.4375,,4.245283,1.21603,2.7306565,2.7306565,,136.8064,153.2,145.0032,145.0032,,172.50356,162.56,167.53178,167.53178,,1.415094,1.386309,1.4007015,1.4007015,2,3,3,3,2.666666667,97.5,98.611115,100,99.3055575,98.703705,9,9,9,9,9,11,12,11,11.5,11.33333333,0,0,1,0.5,0.333333333,49,9,0,15,82,1.666667
Rat,LE,75-83days,F,M1015,1015,NYU,12.5,C5,Unilateral,,,,,,,,2,0,0,2270,,,-6,17,18,17.5,9.666666667,,190.64934,141.25,165.94967,165.94967,,15.660666,16.06,15.860333,15.860333,,8.760683,6.347048,7.5538655,7.5538655,,87.284164,112,99.642082,99.642082,,82.26152,87.41,84.83576,85.69384,,11.752136,8.659046,10.205591,10.205591,,146.081,148.88,147.4805,147.4805,,110.49203,89.08,99.786015,99.786015,,2.777779,1.200642,1.9892105,1.9892105,,134.24667,143.62,138.933335,138.933335,,236.35732,160.43,198.39366,198.39366,,0.213675,1.111355,0.662515,0.662515,2,3,4,3.5,3,100,100,100,100,100,9,9,9,9,9,10,10,11,10.5,10.33333333,0,1,1,1,0.666666667,76,10,0,15,87,2.777778
Rat,LE,75-83days,F,M1016,1016,SHAM,Sham,C5,Unilateral,,,,,,,,0,0,0,0,,,7,5,5,5,5.666666667,,179.66267,168.76,174.211335,174.211335,,63.9812,53.99,58.9856,58.9856,,0.257732,2.148853,1.2032925,1.2032925,,165.9001,171,168.45005,168.45005,,79.98104,58.63,69.30552,65.74701333,,1.804123,2.241173,2.022648,2.022648,,169.7355,175.04,172.38775,172.38775,,76.45781,81.47,78.963905,78.963905,,1.28866,0.797459,1.0430595,1.0430595,,162.941,178.46,170.7005,170.7005,,100.266884,112.49,106.378442,106.378442,,0.257732,3.592566,1.925149,1.925149,5,5,5,5,5,24,11.560846,4.545455,8.0531505,13.368767,12,,12,12,12,12,,13,13,12.5,3,,3,3,3,102,102,101,103,0,107.3138
Rat,LE,75-83days,F,M1017,1017,NYU,12.5,C5,Unilateral,,,,,,,,0,0,0,120,,,-6,17,32,24.5,14.33333333,,127.9144,140.96,134.4372,134.4372,,14.964664,12.25,13.607332,13.607332,,7.352942,5.114431,6.2336865,6.2336865,,103.01363,103,103.006815,103.006815,,96.02917,84.2,90.114585,88.14305667,,7.77311,9.73894,8.756025,8.756025,,143.36183,143.85,143.605915,143.605915,,120.29846,121.46,120.87923,120.87923,,0.630253,1.287588,0.9589205,0.9589205,,137.32933,142.02,139.674665,139.674665,,178.05434,132.41,155.23217,155.23217,,0.210085,3.336922,1.7735035,1.7735035,2,2,2,2,2,100,100,100,100,100,9,9,9,9,9,11,12,12,12,11.66666667,0,1,1,1,0.666666667,58,20,4,28,65,8.783422
Rat,LE,75-83days,F,M1018,1018,NYU,12.5,C5,Unilateral,,,,,,,,2,0,0,2230,,,-10,4,8,6,0.666666667,,113.9825,100.08,107.03125,107.03125,,8.853488,11.77,10.311744,10.311744,,18.939394,14.979624,16.959509,16.959509,,80.96603,98,89.483015,89.483015,,45.987686,30.27,38.128843,35.50922867,,23.484848,14.97073,19.227789,19.227789,,169.20633,169.29,169.248165,169.248165,,140.22108,122.91,131.56554,131.56554,,2.777779,0.738106,1.7579425,1.7579425,,160.69733,162.54,161.618665,161.618665,,154.40482,80.06,117.23241,117.23241,,1.767677,0.729214,1.2484455,1.2484455,2,2,3,2.5,2.333333333,85.71,36.50794,57.142857,46.8253985,59.78693233,9,9,9,9,9,12,6,12,9,10,0,1,1,1,0.666666667,62,16,0,29,74,11.590909
