Species,Strain,Age,Sex,OrigSubNum,DBSubNum,InjuryDevice,InjuryCondition,SpinalLevel,Laterality,BlindingCode,UniqueIdentifier,intendedforce,actualforce,actualdisplacement,actualvelocity,dwelltime,cmprs,imp_v,cmprs_rt,STD_TissDeform,STD_Velocity,STD_TissForce,wtChng_wk1,wtChng_wk3,wtChng_wk6,Mean_3and6_WeightGain,Mean_1and3and6wks_WeightGain,RFSL_wk1,RFSL_wk3,RFSL_wk6,Mean_3and6_RFSL,Mean_1and3and6wks_RFSL,RFPA_wk1,RFPA_wk3,RFPA_wk6,Mean_3and6_RFPA,Mean_1and3and6wks_RFPA,AbsDevStepDistRF_wk1,AbsDevStepDistRF_wk3,AbsDevStepDistRF_wk6,Mean_3and6_AbsDevStepDistRF,Mean_1and3and6wks_AbsDevStepDistRF,LFSL_wk1,LFSL_wk3,LFSL_wk6,Mean_3and6_LFSL,Mean_1and3and6wks_LFSL,LFPA_wk1,LFPA_wk3,LFPA_wk6,Mean_3and6_LFPA,Mean_1and3and6wks_LFPA,AbsDevStepDistLF_wk1,AbsDevStepDistLF_wk3,AbsDevStepDistLF_wk6,Mean_3and6_AbsDevStepDistLF,Mean_1and3and6wks_AbsDevStepDistLF,RHSL_wk1,RHSL_wk3,RHSL_wk6,Mean_3and6_RHSL,Mean_1and3and6wks_RHSL,RHPA_wk1,RHPA_wk3,RHPA_wk6,Mean_3and6_RHPA,Mean_1and3and6wks_RHPA,AbsDevStepDistRH_wk1,AbsDevStepDistRH_wk3,AbsDevStepDistRH_wk6,Mean_3and6_AbsDevStepDistRH,Mean_1and3and6wks_AbsDevStepDistRH,LHSL_wk1,LHSL_wk3,LHSL_wk6,Mean_3and6_LHSL,Mean_1and3and6wks_LHSL,LHPA_wk1,LHPA_wk3,LHPA_wk6,Mean_3and6_LHPA,Mean_1and3and6wks_LHPA,AbsDevStepDistLH_wk1,AbsDevStepDistLH_wk3,AbsDevStepDistLH_wk6,Mean_3and6_AbsDevStepDistLH,Mean_1and3and6wks_AbsDevStepDistLH,Groom_wk1,Groom_wk3,Groom_wk6,Mean_3and6_Grooming,Mean_1and3and6wks_Grooming,PawPL_wk1,PawPL_wk3,PawPL_wk6,Mean_3and6_PawPL,Mean_1and3and6wks_PawPL,BBB_FergTrans_wk1,BBB_FergTrans_wk3,BBB_FergTrans_wk6,Mean_3and6_BBB_FergTrans,Mean_1and3and6wks_BBB_FergTrans,TotalSubscore_wk1,TotalSubscore_wk3,TotalSubscore_wk6,Mean_3and6_BBB_TotalSubscore,Mean_1and3and6wks_BBB_TotalSubscore,ForelimbOpenField_wk1,ForelimbOpenField_wk3,ForelimbOpenField_wk6,Mean_3and6_ForelimbOpenField,Mean_1and3and6wks_ForelimbOpenField,pct_TissueAreaTOTepi,pct_tsprle,pct_gmsprle,pct_wmsprle,pct_prcls,PctCntMN_COMPavg
Rat,LE,75-83days,,R2078,2078,IH-impactor,75kdyn,C5,Unilateral,,,75,80,970,122,0,,,,970,,,11,24,26,25,20.33333333,139.066,110.798,107.846,109.322,119.2366667,75.8,137.4566,98.49,117.9733,103.9155333,2.064,1.77,0.022,0.896,1.285333333,127.266,121.99,119,120.495,122.752,115.236,147.46,91.67,119.565,118.122,1.704,0.188,1.134,0.661,1.008666667,145.36,124.154,108.61,116.382,126.0413333,246.06,302.7,247.36,275.03,265.3733333,2.05,1.23,2.05,1.64,1.776666667,144.86,113.886,115.5,114.693,124.7486667,314.14,240.36,257.24,248.8,270.58,5.26,1.5,5.25,3.375,4.003333333,2,3,3,3,2.666666667,79.71,97.75,54.74,76.245,77.4,9,9,9,9,9,12,12,10,11,11.33333333,3,3,3,3,3,58,31,2,46,27,39.443718
Rat,LE,75-83days,,R2079,2079,IH-impactor,100kdyn,C5,Unilateral,,,100,101,1027,120,0,,,,1027,,,2,21,47,34,23.33333333,125.816,125.8674,123.934,124.9007,125.2058,112.884,119.5028,91.1734,105.3381,107.8534,1.834,3.59,1.08,2.335,2.168,145.41,145.132,130,137.566,140.1806667,150.248,198.79,126.434,162.612,158.4906667,0.594,1.084,0.026,0.555,0.568,144.434,138.84,129.08,133.96,137.4513333,230.64,255.3,192.146,223.723,226.0286667,2.68,1.91,2.68,2.295,2.423333333,139.34,173.1,146,159.55,152.8133333,271.84,361.44,246.28,303.86,293.1866667,0.26,3.25,0.26,1.755,1.256666667,2,3,3,3,2.666666667,99.25,95.38,97.14,96.26,97.25666667,9,9,9,9,9,11,12,12,12,11.66666667,1,1,1,1,1,71,33,0,46,37,22.261906
Rat,LE,75-83days,,R2090,2090,IH-impactor,100kdyn,C5,Unilateral,,,100,106,1234,120,0,,,,1234,,,7,12,18,15,12.33333333,112.8102,107.3166,130.1625,118.73955,116.7631,76.3334,105.49,68.06593,86.777965,83.29644333,4.51,0.3675,0.365,0.36625,1.7475,120.81,103.37,110,106.685,111.3933333,123.8,126.09,99.4375,112.76375,116.4425,3.828,1.3973,1.5975,1.4974,2.274266667,138.4,135.94,126.65,131.295,133.6633333,301.78,157.2,125.4,141.3,194.7933333,1.4,1.76,1.76,1.76,1.64,168.2,152.3,152.3,152.3,157.6,473.73,243.21,243.2,243.205,320.0466667,6.36,3,2.99,2.995,4.116666667,2,3,4,3.5,3,100,100,79.63,89.815,93.21,9,9,9,9,9,9,12,12,12,11,1,3,3,3,2.333333333,80,21,0,30,58,16.785715
Rat,LE,75-83days,,R2091,2091,IH-impactor,100kdyn,C5,Unilateral,,,100,102,1305,122,0,,,,1305,,,1,9,11,10,7,125.14,112.5366,107.17,109.8533,114.9488667,120.186,120.42,97.71994,109.06997,112.7753133,1.958,0.476,2.274,1.375,1.569333333,124.12,110.52,108,109.26,114.2133333,96.54,126.55,116.6692,121.6096,113.2530667,0.3,0.476,0.698,0.587,0.491333333,114.3167,111.23,108.2,109.715,111.2489,274.21,278.74,165.3,222.02,239.4166667,0.18,0,0.88,0.44,0.353333333,132.83,128.6,112,120.3,124.4766667,286.46,228.4,189.97,209.185,234.9433333,1.54,1.43,0.69,1.06,1.22,2,3,4,3.5,3,88.24,65.58,61.76,63.67,71.86,9,9,9,9,9,11,12,12,12,11.66666667,1,3,3,3,2.333333333,69,42,10,54,26,17.361647
Rat,LE,75-83days,,R2092,2092,IH-impactor,100kdyn,C5,Unilateral,,,100,106,1552,124,0,,,,1552,,,2,7,8,7.5,5.666666667,121.58,121.1966,114.3999,117.79825,119.0588333,71.167,105.3229,63.23,84.27645,79.90663333,0.74,0.03,0.293,0.1615,0.354333333,142.5734,110.24,116,113.12,122.9378,126.3517,121.8,90.39,106.095,112.8472333,1.93,2.67,1.0225,1.84625,1.874166667,157.2,125.6,115.22,120.41,132.6733333,159.49,237.9,111.32,174.61,169.57,0.12,2.92,1.03,1.975,1.356666667,161.3667,126.3,121.92,124.11,136.5289,259.91,233.9,172.11,203.005,221.9733333,2.02,0.22,2.08,1.15,1.44,2,3,4,3.5,3,92.13,92.86,88.61,90.735,91.2,9,9,9,9,9,10,11,12,11.5,11,3,3,3,3,3,84,44,19,57,39,13.643791
Rat,LE,75-83days,,R2093,2093,IH-impactor,100kdyn,C5,Unilateral,,,100,104,1058,120,0,,,,1058,,,-8,-3,1,-1,-3.333333333,153.3534,135.3,132.2673,133.78365,140.3069,82.606,149.05,59.5,104.275,97.052,1.16,0.486,0.82,0.653,0.822,127.6134,126.354,130,128.177,127.9891333,132.91,118.1,81.57,99.835,110.86,0.572,1.512,0.232,0.872,0.772,145.53,124.5,133.33,128.915,134.4533333,190.65,228.5,119.69,174.095,179.6133333,2.92,2.31,0.36,1.335,1.863333333,160.7,140.8,134.05,137.425,145.1833333,233.33,258.07,172.11,215.09,221.17,3.51,2.07,0.23,1.15,1.936666667,2,3,3,3,2.666666667,97.26,72.97,76.62,74.795,82.28333333,9,9,11,10,9.666666667,11,12,13,12.5,12,1,3,3,3,2.333333333,92,33,0,48,58,11.821706
Rat,LE,75-83days,,R2094,2094,IH-impactor,100kdyn,C5,Unilateral,,,100,103,952,127,0,,,,952,,,-10,-2,6,2,-2,110.43,122.91,130.0668,126.4884,121.1356,75.84,110.194,57.97,84.082,81.33466667,2.446,1.836,1.51,1.673,1.930666667,129.04,121.938,127,124.469,125.9926667,147.63,126.786,85.65667,106.221335,120.0242233,1.672,0.078,0.478,0.278,0.742666667,171.06,117.4,129.69,123.545,139.3833333,219.1133,274.9,122.1,198.5,205.3711,2.35,0.08,1.56,0.82,1.33,146.46,139.8,131.93,135.865,139.3966667,236.79,273.41,156.64,215.025,222.28,1.59,0.01,0.63,0.32,0.743333333,2,3,3,3,2.666666667,88.37,69.77,63.27,66.52,73.80333333,9,9,11,10,9.666666667,11,13,12,12.5,12,3,3,3,3,3,93,54,10,73,38,10.416667
Rat,LE,75-83days,,R2095,2095,IH-impactor,100kdyn,C5,Unilateral,,,100,100,1075,120,0,,,,1075,,,-4,2,3,2.5,0.333333333,98.154,106.654,102.25,104.452,102.3526667,73.2166,128.0466,48.32666,88.18663,83.19662,5.132,2.052,0.044,1.048,2.409333333,115.48,110.243,102,106.1215,109.241,123.01,106.444,73.95054,90.19727,101.1348467,3.64,1.134,1.098,1.116,1.957333333,154.9,108.68,114.09,111.385,125.89,286.96,346.59,143.22,244.905,258.9233333,1.37,0.99,0.58,0.785,0.98,146.46,112.5,116.47,114.485,125.1433333,236.79,319.25,123.467,221.3585,226.5023333,2.63,0.08,0.58,0.33,1.096666667,2,3,3,3,2.666666667,97.1,86.52,89.77,88.145,91.13,9,9,9,9,9,10,12,11,11.5,11,3,3,3,3,3,104,42,7,63,60,5.208334
Rat,LE,75-83days,,R2096,2096,IH-impactor,100kdyn,C5,Unilateral,,,100,102,776,120,0,,,,776,,,-22,-10,5,-2.5,-9,130.01,115.84,125.1868,120.5134,123.6789333,57.34,109.21,63.2834,86.2467,76.61113333,3.66,1.254,2.022,1.638,2.312,133.8,129.61,130,129.805,131.1366667,110.4,131.9174,92.23334,112.07537,111.5169133,1.446,0.146,1.428,0.787,1.006666667,166.467,123.15,124.023,123.5865,137.88,242.65,227.1,145.22,186.16,204.99,0.4,0.15,0.64,0.395,0.396666667,162.88,130.97,116.47,123.72,136.7733333,337.5,304.7,123.467,214.0835,255.2223333,5,1.91,0,0.955,2.303333333,2,3,4,3.5,3,94.2,67.33,35,51.165,65.51,9,11,9,10,9.666666667,12,13,12,12.5,12.33333333,3,3,3,3,3,71,33,0,48,37,10.683761
Rat,LE,75-83days,,R2097,2097,IH-impactor,100kdyn,C5,Unilateral,,,100,100,811,122,0,,,,811,,,-17,-18,5,-6.5,-10,101.0323,104.4,104.4,104.4,103.2774333,93.18334,127.636,127.636,127.636,116.15178,2.428,2.056,3.58,2.818,2.688,97.776,109.24,109,109.12,105.3386667,104.6374,137.3934,137.3934,137.3934,126.4747333,1.722,1.912,1.742,1.827,1.792,95.16,272.06,106.07,189.065,157.7633333,196.87,292.67,186.24,239.455,225.26,3.33,2.93,1.2,2.065,2.486666667,110.1,277.8,105.5867,191.69335,164.4955667,247.06,295.44,201.17,248.305,247.89,2.63,1.098,1.2,1.149,1.642666667,2,3,3,3,2.666666667,100,81.08,81.82,81.45,87.63333333,9,11,10,10.5,10,10,12,12,12,11.33333333,3,3,3,3,3,91,46,2,70,44,14.153116
Rat,LE,75-83days,,R2098,2098,IH-impactor,100kdyn,C5,Unilateral,,,100,101,1027,120,0,,,,1027,,,-6,-3,11,4,0.666666667,127.6666,113.0333,117.2501,115.1417,119.3166667,84.473,117.846,148.36,133.103,116.893,1.38,0.486,0.456,0.471,0.774,138.85,113.4833,109,111.24165,120.4444333,120.5,149.69,165.125,157.4075,145.105,1.286,1.6,0.972,1.286,1.286,122.48,120.54,119.43,119.985,120.8166667,221.6,251.92,380.97,316.445,284.83,3.55,1.33,1.88,1.605,2.253333333,170.3667,129.5,141.98,135.74,147.2822333,324.25,346.83,451.62,399.225,374.2333333,3.53,2.45,2.4,2.425,2.793333333,3,4,4,4,3.666666667,93.75,100,72.73,86.365,88.82666667,9,10,10,10,9.666666667,11,13,12,12.5,12,3,3,3,3,3,76,33,2,49,42,2.020985
Rat,LE,75-83days,,R2099,2099,IH-impactor,100kdyn,C5,Unilateral,,,100,106,1111,127,0,,,,1111,,,-10,4,23,13.5,5.666666667,148.5066,109.75,98.0668,103.9084,118.7744667,115.0667,84.68,160.1834,122.4317,119.9767,0.356,0.344,0.42,0.382,0.373333333,124.5499,118.75,121,119.875,121.4333,127.75,180.6266,155.8832,168.2549,154.7532667,1.362,2.874,0.83,1.852,1.688666667,141.53,181.36,118.8667,150.11335,147.2522333,257.22,255.03,240.68,247.855,250.9766667,1.27,0.76,1.01,0.885,1.013333333,123.7,111.17,128.2,119.685,121.0233333,187.6,215.62,313.72,264.67,238.98,0.26,0.22,1.42,0.82,0.633333333,3,4,4,4,3.666666667,72.22,38.1,45.05,41.575,51.79,9,11,12,11.5,10.66666667,12,13,13,13,12.66666667,3,3,3,3,3,76,33,9,44,43,7.660061
Rat,LE,75-83days,,R2100,2100,IH-impactor,100kdyn,C5,Unilateral,,,100,105,,124,0,,,,0,,,-7,0,11,5.5,1.333333333,132.266,100.19,100.8666,100.5283,111.1075333,92.7934,109.2667,139.68,124.47335,113.9133667,1.5125,0.69,0.1673,0.42865,0.789933333,146.5667,98.80334,101,99.90167,115.45668,110.8166,126.2167,135.4,130.80835,124.1444333,1.75,0.69,0.485,0.5875,0.975,144.96,97.86,103.153,100.5065,115.3243333,159.58,277.18,382.79,329.985,273.1833333,0.13,1.27,0.39,0.83,0.596666667,138.32,112.76,115.43,114.095,122.17,178.8,306.1,342.37,324.235,275.7566667,0.04,1.27,0.63,0.95,0.646666667,4,4,5,4.5,4.333333333,74.32,41.84,43.64,42.74,53.26666667,12,12,12,12,12,12,13,13,13,12.66666667,3,3,3,3,3,88,42,0,63,44,10.11125
Rat,LE,75-83days,,R2101,2101,IH-impactor,100kdyn,C5,Unilateral,,,100,101,723,120,0,,,,723,,,-10,-3,7,2,-2,154.65,130.85,126.24,128.545,137.2466667,132.26,81.28667,113.7867,97.536685,109.1111233,1.318,0.772,0.28,0.526,0.79,127.3167,132.3299,127,129.66495,128.8822,115.0833,104.667,127.18,115.9235,115.6434333,0.266,1.27,0.788,1.029,0.774666667,142.28,141.33,127.3,134.315,136.97,184.9,161.54,201.78,181.66,182.74,0.79,0.49,0.22,0.355,0.5,138.6,131.37,126.7,129.035,132.2233333,194.99,181.86,248.48,215.17,208.4433333,0.79,0.81,0.29,0.55,0.63,2,3,5,4,3.333333333,90.16,44.27,37.85,41.06,57.42666667,9,12,12,12,11,12,13,13,13,12.66666667,2,3,3,3,2.666666667,81,43,18,54,37,18.929045
Rat,LE,75-83days,,R2102,2102,IH-impactor,100kdyn,C5,Unilateral,,,100,100,811,122,0,,,,811,,,-2,3,18,10.5,6.333333333,126.25,129.31,124.2467,126.77835,126.6022333,104.36,112.0033,139.3833,125.6933,118.5822,1.5075,0.198,0.79,0.494,0.831833333,127.26,128.9766,124,126.4883,126.7455333,104.7,97.65326,123.5634,110.60833,108.6388867,1.0327,0.238,1.814,1.026,1.028233333,125.56,126.3,122.62,124.46,124.8266667,198.53,161.3,260.32,210.81,206.7166667,1.44,0.67,0.79,0.73,0.966666667,126.29,128.5,123.2,125.85,125.9966667,192.19,156.8,231.8,194.3,193.5966667,2.54,0.24,0.64,0.44,1.14,3,4,5,4.5,4,100,77.27,47.37,62.32,74.88,10,11,12,11.5,11,12,13,13,13,12.66666667,3,3,3,3,3,69,46,1,63,22,20.247873
Rat,LE,75-83days,,R2103,2103,IH-impactor,100kdyn,C5,Unilateral,,,100,101,917,117,0,,,,917,,,-10,-8,8,0,-3.333333333,103.54,114.7734,141.9326,128.353,120.082,106.002,104.6599,93.42,99.03995,101.3606333,0.294,1.394,1.276,1.335,0.988,103.39,115.72,128,121.86,115.7033333,110.6433,115.6133,109.92,112.76665,112.0588667,0.294,0.284,1.864,1.074,0.814,115.49,116.62,140,128.31,124.0366667,260.48,194.13,180.2,187.165,211.6033333,0.37,0.28,0.35,0.315,0.333333333,104.3,114.3,166.56,140.43,128.3866667,250.21,192.9,222.78,207.84,221.9633333,0.96,1.96,1.53,1.745,1.483333333,3,4,5,4.5,4,74.6,65.48,57.38,61.43,65.82,9,10,12,11,10.33333333,12,12,13,12.5,12.33333333,3,3,3,3,3,72,49,4,72,22,21.817364
Rat,LE,75-83days,,R2104,2104,IH-impactor,100kdyn,C5,Unilateral,,,100,105,811,122,0,,,,811,,,-13,-6,11,2.5,-2.666666667,129.91,103.6,117.98,110.79,117.1633333,88.56,104.18,107.67,105.925,100.1366667,0.956,1.37,0.358,0.864,0.894666667,128.21,105.2,123,114.1,118.8033333,91.27,131.2349,98.14,114.68745,106.8816333,1.72,1.768,0.07,0.919,1.186,135.05,114.42,119.9,117.16,123.1233333,166.36,261.4,244.3,252.85,224.02,1.53,0.46,0.84,0.65,0.943333333,142.13,109.36,136.42,122.89,129.3033333,180.52,266.43,319.74,293.085,255.5633333,0.88,0.6,0.41,0.505,0.63,3,3,5,4,3.666666667,90.48,86.21,71.43,78.82,82.70666667,9,10,9,9.5,9.333333333,12,12,12,12,12,3,3,3,3,3,,,,,,
Rat,LE,75-83days,,R2105,2105,IH-impactor,100kdyn,C5,Unilateral,,,100,102,795,122,0,,,,795,,,-9,0,10,5,0.333333333,110.7,122.9333,112.1875,117.5604,115.2736,102.16,105.6657,125.7667,115.7162,111.1974667,0.31,0.286,0.24,0.263,0.278666667,115.58,125.7533,118,121.87665,119.7777667,91.58,116.17,136.5375,126.35375,114.7625,0.598,1.12,0.235,0.6775,0.651,128.18,121.61,112.125,116.8675,120.6383333,184.93,238.27,270.067,254.1685,231.089,1.51,2.18,1.55,1.865,1.746666667,109.8,122.78,89.25,106.015,107.2766667,167.8,267.98,278.28,273.13,238.02,1.22,0.78,0.23,0.505,0.743333333,3,4,5,4.5,4,95.24,60.27,17.81,39.04,57.77333333,9,10,10,10,9.666666667,12,13,12,12.5,12.33333333,3,3,3,3,3,,,,,,
Rat,LE,75-83days,,R2106,2106,Num11Scapel,Hemisection,C5,Unilateral,,,,,,,,,,,,,,7,11,27,19,15,96.3,115.71,121.84,118.775,111.2833333,82.5,78.3,131.31,104.805,97.37,3.232,0.988,1.5,1.244,1.906666667,112.53,121.35,115,118.175,116.2933333,153.15,120.01,157.56,138.785,143.5733333,3.42,0.06,2.7,1.38,2.06,109.58,121.46,126.93,124.195,119.3233333,212.2,152.58,292.22,222.4,219,1.12,0.07,0.59,0.33,0.593333333,110.32,125.4,118.56,121.98,118.0933333,160.5,164.8,221.22,193.01,182.1733333,1.3,0.86,0.59,0.725,0.916666667,3,4,4,4,3.666666667,46.03,64.94,42.97,53.955,51.31333333,9,9,9,9,9,10,11,11,11,10.66666667,3,3,3,3,3,64,36,42,34,27,74.564575
Rat,LE,75-83days,,R2107,2107,Num11Scapel,Hemisection,C5,Unilateral,,,,,,,,,,,,,,3,-3,14,5.5,4.666666667,122.81,132.77,110.5,121.635,122.0266667,81.7,86.57,140.55,113.56,102.94,2.104,0.752,1.6,1.176,1.485333333,120,126.66,112,119.33,119.5533333,109.55,109.09,182.81,145.95,133.8166667,0.01,0.69,0.4,0.545,0.366666667,125.94,119.46,119.93,119.695,121.7766667,162.83,124.53,295.99,210.26,194.45,3.22,0.69,0.4,0.545,1.436666667,137.4,134.96,119.39,127.175,130.5833333,122.29,139.85,227.69,183.77,163.2766667,2.57,0.42,2.41,1.415,1.8,4,4,4,4,4,79.35,38.92,42.03,40.475,53.43333333,9,9,10,9.5,9.333333333,11,12,13,12.5,12,3,3,3,3,3,54,8,8,9,44,75.77631
Rat,LE,75-83days,,R2108,2108,SHAM,Sham,C5,Unilateral,,,0,0,0,0,0,,,,0,,,-9,8,27,17.5,8.666666667,123.2,113.77,110.4,112.085,115.79,118.1,93.1,109,101.05,106.7333333,1.47,0.89,1.11,1,1.156666667,119.27,130.25,110,120.125,119.84,93.275,135.7,121.08,128.39,116.685,0.16,0.9,0.28,0.59,0.446666667,126.83,135.43,110.167,122.7985,124.1423333,166.705,141.165,175.21,158.1875,161.0266667,0.15,0.89,1.95,1.42,0.996666667,118.78,109.63,111.04,110.335,113.15,164.38,141.53,265.9,203.715,190.6033333,1.78,0.89,1.46,1.175,1.376666667,5,5,5,5,5,40.58,34.21,29.57,31.89,34.78666667,12,12,12,12,12,13,13,13,13,13,3,3,3,3,3,95,94,94,96,0,101.06508
Rat,LE,75-83days,,R2109,2109,SHAM,Sham,C5,Unilateral,,,0,0,0,0,0,,,,0,,,-1,11,32,21.5,14,119.1,119.2,115.7,117.45,118,116.11,104.2,128.6,116.4,116.3033333,0.418,1.5,0.22,0.86,0.712666667,122.59,123.35,117,120.175,120.98,111.29,107.39,109.53,108.46,109.4033333,0.54,2.17,1.63,1.9,1.446666667,121.32,116.04,116.34,116.19,117.9,134.5,129.28,222.98,176.13,162.2533333,1.32,0.28,0.38,0.33,0.66,122.54,121.76,125.37,123.565,123.2233333,217.6,148.76,238.59,193.675,201.65,0.77,1.5,2.65,2.075,1.64,5,5,5,5,5,22.77,36.91,32.05,34.48,30.57666667,12,12,12,12,12,13,13,13,13,13,3,3,3,3,3,99,98,106,97,0,95.88551
Rat,LE,75-83days,,R2110,2110,SHAM,Sham,C5,Unilateral,,,0,0,0,0,0,,,,0,,,2,23,18,20.5,14.33333333,135.8,140.7,132.33,136.515,136.2766667,88.5,79.2,78.5,78.85,82.06666667,0.74,1.34,0.29,0.815,0.79,138.05,139.4,132,135.7,136.4833333,129,94.69,74.29,84.49,99.32666667,1.9,1.2,1.42,1.31,1.506666667,135.24,140.8,132.13,136.465,136.0566667,151.32,114.45,143.82,129.135,136.53,0.81,1.2,3.59,2.395,1.866666667,135.26,135.44,133.8,134.62,134.8333333,136.87,111.76,159.88,135.82,136.17,0.74,1.97,1.19,1.58,1.3,5,5,5,5,5,17.78,15.28,16.98,16.13,16.68,12,12,12,12,12,13,13,13,13,13,3,3,3,3,3,101,100,106,99,0,99.90384
Rat,LE,75-83days,,R2112,2112,Num11Scapel,Hemisection,C5,Unilateral,,,,,,,,,,,,,,-8,4,10,7,2,123.4,108.8,153.8,131.3,128.6666667,133.18,116.5,161.867,139.1835,137.1823333,3.65,0.86,3.14,2,2.55,124.63,107.82,109,108.41,113.8166667,123.04,123.447,123.86,123.6535,123.449,0.268,1.43,3.448,2.439,1.715333333,132.42,112.03,130.09,121.06,124.8466667,204.31,222.07,246.35,234.21,224.2433333,0.26,1.26,0.16,0.71,0.56,136.82,116.63,133.08,124.855,128.8433333,118.96,193.126,271.37,232.248,194.4853333,2.02,1.76,0.16,0.96,1.313333333,4,4,4,4,4,58.57,65.68,52.8,59.24,59.01666667,9,9,9,9,9,8,7,9,8,8,3,3,3,3,3,30,24,23,25,5,68.05475
Rat,LE,75-83days,,R2113,2113,Num11Scapel,Hemisection,C5,Unilateral,,,,,,,,,,,,,,-16,-6,8,1,-4.666666667,90.57,92.01,105.33,98.67,95.97,81.03,120.08,77.28,98.68,92.79666667,6.16,6.79,1.88,4.335,4.943333333,124.466,87.6,130,108.8,114.022,136.69,141.833,183.88,162.8565,154.1343333,1.67,8.43,4.322,6.376,4.807333333,161.96,104.75,112.98,108.865,126.5633333,385.24,239,203.72,221.36,275.9866667,1.63,0.74,2.45,1.595,1.606666667,143.28,135.87,116.55,126.21,131.9,300.82,279.37,238.4,258.885,272.8633333,1.28,2.38,0.03,1.205,1.23,2,2,2,2,2,98.55,77.89,63.69,70.79,80.04333333,9,9,9,9,9,7,8,8,8,7.666666667,1,2,3,2.5,2,110,10,4,14,98,53.68073
Rat,LE,75-83days,,R2115,2115,IH-impactor,75kdyn,C5,Unilateral,,,75,78,687,120,0,,,,687,,,9,13,19,16,13.66666667,92.258,144.7467,104.5208,124.63375,113.8418333,102.1708,212.8099,121.025,166.91745,145.3352333,1.465,3,0.2475,1.62375,1.570833333,94.292,116.76,104,110.38,105.0173333,114.7238,159.1505,108.1417,133.6461,127.3386667,1.622087,4.244,0.912,2.578,2.259362333,75.71,161.99,94.26,128.125,110.6533333,199.939,424.6,223.34,323.97,282.6263333,0.47,0.61,2.05,1.33,1.043333333,86.79,139.46,102.45,120.955,109.5666667,229.1167,425.57,215.94,320.755,290.2089,1.62,1.13,1.41,1.27,1.386666667,3,3,5,4,3.666666667,89.17,85.71,71.43,78.57,82.10333333,9,10,9,9.5,9.333333333,12,13,12,12.5,12.33333333,3,3,3,3,3,61,40,7,57,21,24.910194
Rat,LE,75-83days,,R2116,2116,IH-impactor,75kdyn,C5,Unilateral,,,75,78,599,122,0,,,,599,,,13,27,38,32.5,26,109.1,129.5393,116.4833,123.0113,118.3742,85.6667,137.8567,92.98,115.41835,105.5011333,0.465,1.408,1.736,1.572,1.203,111.217,128.3,118,123.15,119.1723333,102.14,181.25,97.96,139.605,127.1166667,1.62875,1.27,1.6,1.435,1.499583333,110.56,143.22,119.87,131.545,124.55,229.517,343.61,161.64,252.625,244.9223333,0.3,0.02,0.29,0.155,0.203333333,111.23,153.08,113.88,133.48,126.0633333,213.583,333.42,155.78,244.6,234.261,1.63,1.16,0.42,0.79,1.07,4,5,5,5,4.666666667,74.42,34.21,31.36,32.785,46.66333333,10,12,12,12,11.33333333,13,13,13,13,13,3,3,3,3,3,60,36,0,56,23,35.432842
Rat,LE,75-83days,,R2117,2117,IH-impactor,75kdyn,C5,Unilateral,,,75,77,599,117,0,,,,599,,,11,20,29,24.5,20,111.3167,133.2667,130.2,131.73335,124.9278,97.23,129.14,95.57,112.355,107.3133333,0.3338,2.402,1.676,2.039,1.4706,113.3767,137.035,131,134.0175,127.1372333,97.11334,130.44,89.81,110.125,105.78778,0.772,1.012,1.58,1.296,1.121333333,110.75,122.8,133.59,128.195,122.38,219.8,272.6,195.94,234.27,229.4466667,0.77,0.09,2.74,1.415,1.2,116.98,158.02,131.2,144.61,135.4,223.99,276.35,168.36,222.355,222.9,0.77,1.29,0.65,0.97,0.903333333,5,5,5,5,5,39.29,64.44,59.26,61.85,54.33,12,12,10,11,11.33333333,13,12,11,11.5,12,3,3,3,3,3,82,65,0,91,17,32.904095
